access	/ˈækˌsɛs/	v. 获取 n. 接近，入口
permanent	/ˈpɝmənənt/	adj. 永久的；持久的
genius	/ˈdʒinjəs/	n. 天才，天赋，天资
desert	/ˈdɛzɝt/, /dɪˈzɝt/	n. 沙漠 v. 离弃；擅离
nerve	/ˈnɝv/	n. 神经；勇敢，胆量
northern	/ˈnɔɹðɝn/	adj. 北方的，北部的
specialize	/ˈspɛʃəˌɫaɪz/	v. 成为…专家；专攻
emergency	/ˈimɝdʒənsi/, /ɪˈmɝdʒənsi/	n. 紧急情况，突然事件
hen	/ˈhɛn/	n. 母鸡；雌禽
act	/ˈækt/	v. 行动；见效 n. 行为
one	/ˈwən/	num. 一 pron. 一个人
argument	/ˈɑɹɡjəmənt/	n. 争论，辩论；理由
painter	/ˈpeɪntɝ/	n. 画家，绘画者；漆工
division	/dɪˈvɪʒən/	n. 分，分配；除法
burst	/ˈbɝst/	v. 使爆裂 n. 爆炸
closely	/ˈkɫoʊsɫi/	adv. 紧密地；接近地
church	/ˈtʃɝtʃ/	n. 教堂，礼拜堂；教会
track	/ˈtɹæk/	n. 行踪；路径；轨道
chase	/ˈtʃeɪs/	n. 追逐，追赶；追求
note	/ˈnoʊt/	n. 笔记；便条；注释
attract	/əˈtɹækt/	v. 吸引；引起……的兴趣；诱惑
both	/ˈboʊθ/	pron. 两者（都）
brilliant	/ˈbɹɪɫjənt/	adj. 光辉的；卓越的
consume	/kənˈsum/	v. 消耗，消费；消灭
axis	/ˈæksəs/	n. 轴，轴线；中心线
plastic	/ˈpɫæstɪk/	adj. 可塑的 n. 塑料
relation	/ɹiˈɫeɪʃən/	n. 关系，联系；家属
succession	/səkˈsɛʃən/	n. 连续；继任，继承
weaken	/ˈwikən/	v. 削弱
officer	/ˈɔfəsɝ/, /ˈɔfɪsɝ/	n. 官员；干事；军官
keep	/ˈkip/	v. 保持；坚持
electronics	/ˌɪˌɫɛkˈtɹɑnɪks/	n. 电子学
optimistic	/ˌɑptəˈmɪstɪk/	adj. 乐观的；乐观主义的
permission	/pɝˈmɪʃən/	n. 允许，许可，同意
brick	/ˈbɹɪk/	n. 砖，砖块；砖状物
loose	/ˈɫus/	adj. 松的；宽松的
welfare	/ˈwɛɫˌfɛɹ/	n. 幸福；福利
paper	/ˈpeɪpɝ/	n. 纸；官方文件；文章
former	/ˈfɔɹmɝ/	adj. 在前的 n. 前者
truth	/ˈtɹuθ/	n. 事实；真理；真实性
impose	/ˌɪmˈpoʊz/	v. 把…强加；征（税）
neglect	/nəˈɡɫɛkt/, /nɪˈɡɫɛkt/	v. 疏忽；忽视，忽略
harm	/ˈhɑɹm/	n. 伤害，损害 v. 损害
pie	/ˈpaɪ/	n. （西点）馅饼
pioneer	/ˌpaɪəˈnɪɹ/	n. 拓荒者；先驱者
mystery	/ˈmɪstɝi/	n. 神秘；神秘的事物
determination	/dɪˌtɝməˈneɪʃən/	n. 决心；决定；确定
reply	/ɹiˈpɫaɪ/, /ɹɪˈpɫaɪ/	v. 回答，答复 n. 回答，答复
department	/dɪˈpɑɹtmənt/	n. 部，司，局，处，系
cake	/ˈkeɪk/	n. 饼，糕，蛋糕
parcel	/ˈpɑɹsəɫ/	n. 包裹，小包，邮包
status	/ˈstætəs/, /ˈsteɪtəs/	n. 地位，身分
edge	/ˈɛdʒ/	n. 边缘，边；刀口
refusal	/ɹəfˈjuzəɫ/, /ɹɪfˈjuzəɫ/	n. 拒绝
kettle	/ˈkɛtəɫ/	n. 水壶；锅
positive	/ˈpɑzətɪv/	adj. 积极的；确定的
gaze	/ˈɡeɪz/	v. 凝视，盯，注视
close	/ˈkɫoʊs/, /ˈkɫoʊz/	v. 关，闭；结束
presence	/ˈpɹɛzəns/	n. 出席，到场；在
production	/pɝˈdəkʃən/, /pɹəˈdəkʃən/, /pɹoʊˈdəkʃən/	n. 生产；总产量
foolish	/ˈfuɫɪʃ/	adj. 愚蠢的；鲁莽的
found	/ˈfaʊnd/	v. 创立，创办；建立
whisper	/ˈhwɪspɝ/, /ˈwɪspɝ/	v. 低声地讲
gather	/ˈɡæðɝ/	v. 聚集；集合；收集
captive	/ˈkæptɪv/	n. 俘虏，被监禁的人
colonel	/ˈkɝnəɫ/	n. 陆军上校；中校
hateful	/ˈheɪtfəɫ/	adj. 可恨的，可恶的
routine	/ɹuˈtin/	n. 例行公事 adj. 日常的
mess	/ˈmɛs/	n. 混乱，混杂，肮脏
pronounce	/pɹəˈnaʊns/	v. 发…的音；宣布
correspond	/ˌkɔɹəˈspɑnd/	v. 相符合；相当
blank	/ˈbɫæŋk/	adj. 空白的 n. 空白
consequence	/ˈkɑnsəkwəns/	n. 结果，后果
hello	/həˈɫoʊ/, /hɛˈɫoʊ/	int. 喂
slit	/ˈsɫɪt/	n. 裂缝 v. 切开，撕开
chalk	/ˈtʃɑk/, /ˈtʃɔk/	n. 白垩；粉笔
midday	/ˈmɪdˌdeɪ/	n. 正午，中午
despise	/dɪˈspaɪz/	v. 鄙视，蔑视
humour	/ˈhjumɝ/	n. 幽默，诙谐，幽默感
volt	/ˈvoʊɫt/	n. 伏特，伏
roller	/ˈɹoʊɫɝ/	n. 滚筒，滚轴；滚柱
navigation	/ˈnævəˈɡeɪʃən/, /ˌnævəˈɡeɪʃən/	n. 航行；航海术
establishment	/ɪˈstæbɫɪʃmənt/	n. 建立，设立，确立
needle	/ˈnidəɫ/	n. 针；编织针
torch	/ˈtɔɹtʃ/	n. 手电筒；火炬，火把
another	/əˈnəðɝ/	det. 再一个的；别的
bubble	/ˈbəbəɫ/	n. 泡 v. 冒泡，沸腾
vary	/ˈvɛɹi/	v. 改变；使多样化
finger	/ˈfɪŋɡɝ/	n. 手指；指状物
charming	/ˈtʃɑɹmɪŋ/	adj. 迷人的，可爱的
abstract	/ˈæbˌstɹækt/, /æbˈstɹækt/	adj. 抽象的 n. 摘要
endless	/ˈɛndɫəs/	adj. 无止境的
fast	/ˈfæst/	adj. 快的；偏快的 adv. 快
painful	/ˈpeɪnfəɫ/	adj. 使痛的；费力的
import	/ˈɪmˌpɔɹt/, /ˌɪmˈpɔɹt/	n. 输入，进口 v. 输入，进口
additional	/əˈdɪʃənəɫ/, /əˈdɪʃnəɫ/	adj. 附加的，追加的
die	/ˈdaɪ/	v. 死，死亡；灭亡
abnormal	/æbˈnɔɹməɫ/	adj. 不正常的；变态的
peasant	/ˈpɛzənt/	n. 农民
hydrogen	/ˈhaɪdɹədʒən/	n. 氢
heel	/ˈhiɫ/	n. 脚后跟，踵；中文释义: 后跟
base	/ˈbeɪs/	n. 基础，底层；基地
uncover	/ənˈkəvɝ/	v. 揭开…的盖子
interior	/ˌɪnˈtɪɹiɝ/	adj. 内的；内地的内部 n. 内部
chain	/ˈtʃeɪn/	n. 链，链条
slippery	/ˈsɫɪpɝi/, /ˈsɫɪpɹi/	adj. 滑的，使人滑跤的
historical	/hɪˈstɔɹɪkəɫ/	adj. 历史的，有关历史的
mechanically	/məˈkænɪkɫi/	adv. 机械地
myself	/ˌmaɪˈsɛɫf/	pron. 我自己；我亲自
signal	/ˈsɪɡnəɫ/	n. 信号 v. 发信号
thoughtful	/ˈθɔtfəɫ/	adj. 体贴的；沉思的
discipline	/ˈdɪsəpɫən/	n. 纪律；训练 v. 训练
draft	/ˈdɹæft/	n. 草稿；汇票 v. 起草
performance	/pɝˈfɔɹməns/	n. 演出；表现；履行
workshop	/ˈwɝkˌʃɑp/	n. 车间，工场；创作室
listener	/ˈɫɪsənɝ/, /ˈɫɪsnɝ/	n. 听众之一；听者
paint	/ˈpeɪnt/	v. （给…）上油漆；画，绘画
generate	/ˈdʒɛnɝˌeɪt/	v. 发生；引起
resist	/ɹiˈzɪst/, /ɹɪˈzɪst/	v. 抵制；抵抗
sensitive	/ˈsɛnsətɪv/, /ˈsɛnsɪtɪv/	adj. 敏感的；灵敏的
perform	/pɝˈfɔɹm/	v. 演出；履行，执行
fertilizer	/ˈfɝtəˌɫaɪzɝ/	n. 肥料
reinforce	/ˌɹiɪnˈfɔɹs/	v. 加强；增援，支援
recognize	/ˈɹɛkəɡˌnaɪz/	v. 认识，认出；承认
okay	/ˌoʊˈkeɪ/	convention. 对，好
police	/pəˈɫis/	n. 警察；警察当局
forth	/ˈfɔɹθ/	adv. 向前；向外，往外
reproduce	/ˌɹipɹəˈdus/	v. 繁殖，生殖
framework	/ˈfɹeɪmˌwɝk/	n. 框架，构架，结构
gracious	/ˈɡɹeɪʃəs/	adj. 有礼貌的；仁慈的
screw	/ˈskɹu/	n. 螺旋，螺丝 v. 拧紧
pause	/ˈpɔz/	n. 中止，暂停 v. 中止，暂停
cheese	/ˈtʃiz/	n. 奶酪，干酪
sleeve	/ˈsɫiv/	n. 袖子，袖套
donkey	/ˈdɑŋki/, /ˈdɔŋki/	n. 驴
vacant	/ˈveɪkənt/	adj. 空的；未被占用的
expense	/ɪkˈspɛns/	n. 花费，消费；费用
lead	/ˈɫɛd/, /ˈɫid/	n. 铅，铅制品
friendship	/ˈfɹɛndʃɪp/, /ˈfɹɛnʃɪp/	n. 友谊；友好
bare	/ˈbɛɹ/	adj. 赤裸的；仅仅的
athlete	/ˈæθˌɫit/	n. 运动员；田径运动员
regarding	/ɹɪˈɡɑɹdɪŋ/	prep. 关于
commonly	/ˈkɑmənɫi/	adv. 普通地，一般地
magic	/ˈmædʒɪk/	n. 魔法，巫术；戏法
cook	/ˈkʊk/	v. 烹调，煮；烧菜
intend	/ˌɪnˈtɛnd/	v. 想要，打算；意指
powder	/ˈpaʊdɝ/	n. 粉末；药粉；火药
pitch	/ˈpɪtʃ/	n. 沥青
ninth	/ˈnaɪnθ/	num. 第九 n. 九分之一
filter	/ˈfɪɫtɝ/	v. 过滤 n. 过滤器
deal	/ˈdiɫ/	n. 买卖；待遇
collect	/kəˈɫɛkt/	v. 收集；收款
conjunction	/kənˈdʒəŋkʃən/	n. 接合，连接；连接词
bond	/ˈbɑnd/	n. 债券，公债；联结，联系
jail	/ˈdʒeɪɫ/	n. 监狱 v. 监禁
arrangement	/ɝˈeɪndʒmənt/	n. 安排；整理，排列
competent	/ˈkɑmpətɪnt/	adj. 有能力的
section	/ˈsɛkʃən/	n. 切片；一段；部分，部门
confusion	/kənˈfjuʒən/	n. 混乱；骚乱；混淆
mercy	/ˈmɝsi/	n. 仁慈，慈悲，恩惠
successive	/səkˈsɛsɪv/	adj. 连续的；接连的
pour	/ˈpɔɹ/	v. 灌，倒；倾泻
couple	/ˈkəpəɫ/	n. 夫妇；（一）对；几个
mention	/ˈmɛnʃən/	v. 提及，说起 n. 提及，说起
stake	/ˈsteɪk/	n. 赌金；桩；奖品
decide	/ˌdɪˈsaɪd/	v. 决定，决心；解决
conscious	/ˈkɑnʃəs/	adj. 意识到的；有意的
companion	/kəmˈpænjən/	n. 同伴；共事者；伴侣
football	/ˈfʊtˌbɔɫ/	n. 足球
careful	/ˈkɛɹfəɫ/	adj. 仔细的；细致的
receive	/ɹəˈsiv/, /ɹiˈsiv/, /ɹɪˈsiv/	v. 得到；收到；接待
nowhere	/ˈnoʊˌwɛɹ/, /ˈnoʊhˌwɛɹ/	adv. 任何地方都不
settle	/ˈsɛtəɫ/	v. 安排；安放；调停
sign	/ˈsaɪn/	n. 符号；招牌 v. 签名
hide	/ˈhaɪd/	v. 把…藏起来；隐瞒
architecture	/ˈɑɹkəˌtɛktʃɝ/	n. 建筑式样；建筑学
daylight	/ˈdeɪˌɫaɪt/	n. 白昼，日光；黎明
entitle	/ɛnˈtaɪtəɫ/, /ɪnˈtaɪtəɫ/	v. 给…权利（或资格）
legend	/ˈɫɛdʒənd/	n. 传说，传奇
appropriate	/əˈpɹoʊpɹiˌeɪt/, /əˈpɹoʊpɹiət/	adj. 适当的，恰当的
crust	/ˈkɹəst/	n. 面包皮；硬外皮
existence	/ɛɡˈzɪstəns/, /ɪɡˈzɪstəns/	n. 存在，实在；生活
territory	/ˈtɛɹɪˌtɔɹi/	n. 领土，版图；领域
outlet	/ˈaʊtˌɫɛt/	n. 出口；出路；排遣
compare	/kəmˈpɛɹ/	v. 比较，对照；比作
emotional	/ˈiˌmoʊʃənəɫ/, /ɪˈmoʊʃənəɫ/	adj. 感情的，情绪的
subtract	/səbˈtɹækt/	v. 减，减去，去掉
Italian	/ˌɪˈtæɫjən/	adj. 意大利的 n. 意大利人
density	/ˈdɛnsəti/, /ˈdɛnsɪti/	n. 密集，稠密；密度；〔物质的〕密度
drunk	/ˈdɹəŋk/	adj. 醉的；陶醉的
magazine	/ˈmæɡəˌzin/	n. 杂志，期刊
patience	/ˈpeɪʃəns/	n. 忍耐，容忍，耐心
direction	/daɪˈɹɛkʃɪn/, /dɝˈɛkʃən/, /diˈɹɛkʃɪn/, /dɪˈɹɛkʃɪn/	n. 方向，方位；指导
job	/ˈdʒɑb/, /ˈdʒoʊb/	n. 职业；工作；零活
practise	/ˈpɹæktɪs/	v. 练习，实习，训练
slope	/ˈsɫoʊp/	n. 倾斜；斜面 v. 倾斜
ankle	/ˈæŋkəɫ/	n. 踝，踝节部
dead	/ˈdɛd/	adj. 死的，无生命的
sphere	/ˈsfɪɹ/	n. 球，圆体；范围
me	/ˈmi/	pron. （宾格）我
develop	/dɪˈvɛɫəp/	v. 发展；形成；开发
immense	/ˌɪˈmɛns/	adj. 巨大的；极好的
rabbit	/ˈɹæbət/, /ˈɹæbɪt/	n. 兔子
outset	/ˈaʊtˌsɛt/	n. 开始，开端
disguise	/dɪsˈɡaɪz/	v. 隐瞒，掩埋 n. 假装
brisk	/ˈbɹɪsk/	adj. 活泼的；清新的
keyboard	/ˈkiˌbɔɹd/	n. 键盘
onion	/ˈənjən/	n. 洋葱，洋葱头
energy	/ˈɛnɝdʒi/	n. 活力；精力；能；能量
shriek	/ˈʃɹik/	v. 尖声喊叫 n. 尖叫声
elaborate	/ɪˈɫæbɝˌeɪt/, /ɪˈɫæbɹət/	adj. 复杂的；精心制作的
horse	/ˈhɔɹs/	n. 马；马科动物
requirement	/ɹɪˈkwaɪɹmənt/	n. 需要；要求
grain	/ˈɡɹeɪn/	n. 谷物，谷粒；颗粒
moment	/ˈmoʊmənt/	n. 时刻；片刻，瞬间
occurrence	/əˈkɝəns/	n. 发生，出现；事件
deed	/ˈdid/	n. 行为；功绩；劣迹；契约
owl	/ˈaʊɫ/	n. 猫头鹰，枭
isolate	/ˈaɪsəˌɫeɪt/	v. 使隔离，使孤立
collection	/kəˈɫɛkʃən/	n. 收藏品；搜集，收集
container	/kənˈteɪnɝ/	n. 容器；集装箱
knife	/ˈnaɪf/	n. 小刀，刀，餐刀
ignore	/ˌɪɡˈnɔɹ/	v. 不顾，不理，忽视
sufficient	/səˈfɪʃənt/	adj. 足够的，充分的
proposal	/pɹəˈpoʊzəɫ/	n. 提议，建议；求婚
milk	/ˈmɪɫk/	n. 乳，牛奶 v. 挤（奶）
exercise	/ˈɛksɝˌsaɪz/	n. 锻炼；训练 v. 练习
shortly	/ˈʃɔɹtɫi/	adv. 立刻；简短地
retire	/ˌɹiˈtaɪɝ/, /ɹiˈtaɪɹ/, /ɹɪˈtaɪɹ/	v. 退休；退职；就寝
communist	/ˈkɑmjənəst/	n. 共产党员
supplement	/ˈsəpɫəmənt/, /ˌsəpɫəˈmɛnt/	n. 增补物，补充物 v. 增补，补充
betray	/bɪˈtɹeɪ/	v. 背叛；辜负；泄漏
meal	/ˈmiɫ/	n. 膳食，一餐
August	/ˈɑɡəst/, /ˈɔɡəst/	n. 八月
during	/ˈdɝɪŋ/, /ˈdjʊɹɪŋ/, /ˈdʊɹɪŋ/	prep. 在…期间
brief	/ˈbɹif/	adj. 短暂的；简短的
astonish	/əˈstɑnɪʃ/	v. 使惊讶，使吃惊
security	/sɪkˈjʊɹəti/	n. 安全工作；安全；安全感
tremble	/ˈtɹɛmbəɫ/	v. 发抖，哆嗦；摇动
inferior	/ˌɪnˈfɪɹiɝ/	adj. 下等的；劣等的
marble	/ˈmɑɹbəɫ/	n. 大理石
inventor	/ˌɪnˈvɛntɝ/	n. 发明者；发明家
metal	/ˈmɛtəɫ/	n. 金属，金属制品
efficiency	/ɪˈfɪʃənsi/	n. 效率；效能；功效
high	/ˈhaɪ/	adj. 高的；高级的 adv. 高
born	/ˈbɔɹn/	adj. 天生的；出生的
destroy	/dɪˈstɹɔɪ/	v. 破坏；消灭；打破
heating	/ˈhitɪŋ/	n. 加热，供暖
comprise	/kəmˈpɹaɪz/	v. 包含，包括；构成
ease	/ˈiz/	n. 容易；舒适 v. 缓和
liberation	/ˌɫɪˌbɝˈeɪʃən/	n. 解放
wholly	/ˈhoʊɫi/	adv. 完全地，全部
split	/ˈspɫɪt/	v. 被劈开；劈开
basin	/ˈbeɪsən/	n. 洗脸盆；盆；盆地
weed	/ˈwid/	n. 杂草，野草 v. 除草
calm	/ˈkɑɫm/, /ˈkɑm/	adj. 静的，平静的
sweater	/ˈswɛtɝ/	n. 厚运动衫，毛线衫
shear	/ˈʃɪɹ/	v. 剪；剥夺
swallow	/ˈswɑɫoʊ/, /ˈswɔɫoʊ/	n. 燕子
greet	/ˈɡɹit/	v. 问候，招呼；反应
practical	/ˈpɹæktəkəɫ/, /ˈpɹæktɪkəɫ/	adj. 实践的；实用的
basically	/ˈbeɪsɪkɫi/	adv. 基本上
conductor	/kənˈdəktɝ/	n. 售票员；（乐队）指挥
naturally	/ˈnætʃɝəɫi/, /ˈnætʃɹəɫi/	adv. 自然地；天然地
undertake	/ˈəndɝˌteɪk/	v. 从事；承担；保证
despair	/dɪˈspɛɹ/	n. 绝望 v. 绝望
nose	/ˈnoʊz/	n. 鼻子
morning	/ˈmɔɹnɪŋ/	n. 早晨，上午
mild	/ˈmaɪɫd/	adj. 温柔的；和缓的
interrupt	/ˌɪntɝˈəpt/	v. 打断，打扰；中止
period	/ˈpɪɹiəd/	n. 时期；学时；句号
loaf	/ˈɫoʊf/	n. 一条面包，一个面包
resistance	/ɹiˈzɪstəns/, /ɹɪˈzɪstəns/	n. 抵抗；抵制；抵抗力
enforce	/ɛnˈfɔɹs/	v. 实施，执行；强制
definitely	/ˈdɛfənətɫi/	adv. 一定地，明确地
flow	/ˈfɫoʊ/	v. 流动；飘垂；涨潮
grow	/ˈɡɹoʊ/	v. 增长；生长
federal	/ˈfɛdɝəɫ/, /ˈfɛdɹəɫ/	adj. 联邦的；联盟的
agent	/ˈeɪdʒənt/	n. 代理人，代理商
lively	/ˈɫaɪvɫi/	adj. 活泼的
utility	/juˈtɪɫəti/	n. 效用，有用，实用
establish	/ɪˈstæbɫɪʃ/	v. 建立，设立；确立
distinct	/dɪˈstɪŋkt/	adj. 与其它不同的
interval	/ˈɪntɝvəɫ/	n. 间隔；休息；间距
motor	/ˈmoʊtɝ/	n. 发动机；机动车
brute	/ˈbɹut/	n. 禽兽，畜生
account	/əˈkaʊnt/	n. 记述；解释；账目
gramme	n. 克（重量单位）
absence	/ˈæbsəns/	n. 缺席，不在场；缺乏
operation	/ˌɑpɝˈeɪʃən/	n. 手术；操作；运算
crash	/ˈkɹæʃ/	v. 碰撞，坠落 n. 碰撞
beef	/ˈbif/	n. 牛肉；菜牛
heap	/ˈhip/	n. （一）堆；大量
deposit	/dəˈpɑzɪt/, /dɪˈpɑzət/	v. 使沉淀；存放
displease	/dɪsˈpɫiz/	v. 使不愉快，使生气
appoint	/əˈpɔɪnt/	v. 任命，委任；约定
bound	/ˈbaʊnd/	adj. 一定的；有义务的
merely	/ˈmɪɹɫi/	adv. 仅仅，只不过
besides	/ˌbiˈsaɪdz/, /bɪˈsaɪdz/	adv,prep. 而且；除…之外
park	/ˈpɑɹk/	n. 公园；停车场
nineteen	/ˈnaɪnˈtin/	num. 十九，十九个
depress	/dɪˈpɹɛs/	v. 使沮丧；按下
cry	/ˈkɹaɪ/	v. 哭，哭泣；叫喊
into	/ˈɪntu/, /ɪnˈtu/, /ɪntə/	prep. 进，入；进入到
maths	n. （英）数学
significance	/səɡˈnɪfɪkəns/, /sɪɡˈnɪfɪkəns/	n. 意义，意味；重要性
bag	/ˈbæɡ/	n. 袋，包，钱包，背包
crack	/ˈkɹæk/	n. 裂缝，裂纹 v. 爆裂
certainty	/ˈsɝtənti/	n. 必然；肯定
lazy	/ˈɫeɪzi/	adj. 懒惰的，懒散的
effect	/ˈifɛkt/, /əˈfɛkt/, /ɪˈfɛkt/	n. 结果；效果，效力
hurt	/ˈhɝt/	v. 使受伤；使痛心
block	/ˈbɫɑk/	n. 街区 v. 堵塞，拦阻
hillside	/ˈhɪɫˌsaɪd/	n. （小山）山腰，山坡
specialist	/ˈspɛʃəɫəst/, /ˈspɛʃəɫɪst/	n. 专家
worm	/ˈwɝm/	n. 虫，蠕虫
dictionary	/ˈdɪkʃəˌnɛɹi/	n. 词典，字典
cabbage	/ˈkæbədʒ/, /ˈkæbɪdʒ/	n. 洋白菜，卷心菜
date	/ˈdeɪt/	n. 日期 v. 注…日期
warmth	/ˈwɔɹmθ/	n. 暖和，温暖；热烈
latter	/ˈɫætɝ/	adj. （两者中）后者的
indoors	/ˈɪnˌdɔɹz/	adv. 在室内，在屋里
helicopter	/ˈhɛɫɪˌkɑptɝ/	n. 直升机
leg	/ˈɫɛɡ/	n. 腿，腿部
quality	/ˈkwɑɫəti/	n. 质量；品质；特性
command	/kəˈmænd/	v. 命令；指挥；控制
preference	/ˈpɹɛfɝəns/, /ˈpɹɛfɹəns/	n. 偏爱；优先；优先权
actually	/ˈækˌtʃuəɫi/, /ˈækʃəɫi/, /ˈæktʃɫi/	adv. 实际上；竟然
secondary	/ˈsɛkənˌdɛɹi/	adj. 第二的；次要的
academy	/əˈkædəmi/	n. 专科院校；私立中学
report	/ɹiˈpɔɹt/, /ɹɪˈpɔɹt/	v. 报告；汇报
magnet	/ˈmæɡnət/	n. 磁铁，磁石，磁体
none	/ˈnən/	pron. 没有人；没有一点 adv. 毫不
large	/ˈɫɑɹdʒ/	adj. 大的；巨大的
corporation	/ˌkɔɹpɝˈeɪʃən/	n. 公司，企业；社团
thorough	/ˈθɝoʊ/, /ˈθɔɹoʊ/	adj. 彻底的；详尽的
chin	/ˈtʃɪn/	n. 颏，下巴
nearby	/ˈnɪɹˈbaɪ/	adj. 附近的 adv. 在附近
react	/ɹiˈækt/	v. 作出反应；有影响
map	/ˈmæp/	n. 地图；图；天体图
vinegar	/ˈvɪnəɡɝ/	n. 醋
article	/ˈɑɹtəkəɫ/, /ˈɑɹtɪkəɫ/	n. 文章；物品；条款
angle	/ˈæŋɡəɫ/	n. 角，角度
zone	/ˈzoʊn/	n. 地区，区域，范围
rail	/ˈɹeɪɫ/	n. 横条，横杆；铁轨
holy	/ˈhoʊɫi/	adj. 神圣的；圣洁的
copy	/ˈkɑpi/	n. 抄件 v. 抄写，复制
elephant	/ˈɛɫəfənt/	n. 象
hasten	/ˈheɪsən/	v. 催促；赶紧
helpless	/ˈhɛɫpɫəs/	adj. 无助的；无能的
mutter	/ˈmətɝ/	v. 轻声低语；抱怨
musical	/ˈmjuzɪkəɫ/	adj. 音乐的
silk	/ˈsɪɫk/	n. 蚕丝，丝，丝织品
agency	/ˈeɪdʒənsi/	n. 经办；代理；代理处
conflict	/ˈkɑnfɫɪkt/, /kənˈfɫɪkt/	n. 争论；冲突；斗争
anything	/ˈɛniˌθɪŋ/	pron. 任何事物；一切
outskirt	/ˈaʊtˌskɝt/	n. 外边，郊区
peculiar	/pəkˈjuɫjɝ/, /pɪkˈjuɫjɝ/	adj. 特有的；特别的
index	/ˈɪndɛks/	n. 索引；指数；指标
anxious	/ˈæŋkʃəs/, /ˈæŋʃəs/	adj. 忧虑的；渴望的
likely	/ˈɫaɪkɫi/	adj. 可能的 adv. 很可能
mat	/ˈmæt/	n. 席子；草席；垫子
cushion	/ˈkʊʃən/	n. 垫子，坐垫，靠垫
flock	/ˈfɫɑk/	n. 羊群，群；大量
mislead	/mɪˈsɫid/	v. 将…引入歧途，误导
vague	/ˈveɪɡ/	adj. 模糊的；含糊的
generator	/ˈdʒɛnɝˌeɪtɝ/	n. 发电机；发生者
concrete	/ˈkɑnkɹit/, /kənˈkɹit/	n. 混凝土；具体物
scatter	/ˈskætɝ/	v. 撒；散播；使消散
brake	/ˈbɹeɪk/	n. 闸，刹车 v. 制动
brain	/ˈbɹeɪn/	n. 脑，脑髓；脑力
commander	/kəˈmændɝ/	n. 司令官，指挥员
arrest	/ɝˈɛst/	v. 逮捕，拘留；阻止
limb	/ˈɫɪm/	n. 肢，臂，翼；树枝
highway	/ˈhaɪˌweɪ/	n. 公路；大路
quite	/ˈkwaɪt/	adv. 完全；相当；的确
disposal	/dɪˈspoʊzəɫ/	n. 丢掉，处理，销毁
analyse	v. 分析，分解，解析
flight	/ˈfɫaɪt/	n. 航班；飞行；逃跑
consistent	/kənˈsɪstənt/	adj. 坚持的，一贯的
repetition	/ˌɹɛpəˈtɪʃən/	n. 重复，反复
inform	/ˌɪnˈfɔɹm/	v. 通知，向…报告
flat	/ˈfɫæt/	adj. 平的，扁平的
idea	/aɪˈdiə/	n. 想法；思想；意见
blue	/ˈbɫu/	adj. 蓝色的 n. 蓝色
married	/ˈmɛɹid/	adj. 已婚的；婚姻的
kitchen	/ˈkɪtʃən/	n. 厨房，灶间
bridge	/ˈbɹɪdʒ/	n. 桥，桥梁；桥牌
spare	/ˈspɛɹ/	v. 抽出；拨出；留出；匀出 adj. 多余的
deepen	/ˈdipən/	v. 加深；深化
anyone	/ˈɛniˌwən/, /ˈɛniwən/	pron. 任何人
envelope	/ˈɛnvəˌɫoʊp/	n. 信封；封套；封皮
glare	/ˈɡɫɛɹ/	v. 瞪眼 n. 瞪眼
fault	/ˈfɔɫt/	n. 缺点；过失；故障
calculation	/ˌkæɫkjəˈɫeɪʃən/	n. 计算，计算结果
driver	/ˈdɹaɪvɝ/	n. 驾驶员，司机
airport	/ˈɛɹˌpɔɹt/	n. 机场，航空站
intermediate	/ˌɪnɝˈmidiɪt/, /ˌɪntɝˈmidiɪt/	adj. 中级的；中间的
location	/ɫoʊˈkeɪʃən/	n. 位置，场所
unlike	/ənˈɫaɪk/	adj. 不同的 prep. 不象…
detect	/dɪˈtɛkt/	v. 察觉，发觉；侦察
fresh	/ˈfɹɛʃ/	adj. 新的；新鲜的
chance	/ˈtʃæns/	n. 机会，机遇；可能性
cement	/səˈmɛnt/, /sɪˈmɛnt/	n. 水泥；胶泥 v. 粘结
release	/ɹiˈɫis/	v. 释放；放松；发表
extra	/ˈɛkstɹə/	adj. 额外的 adv. 特别地
drill	/ˈdɹɪɫ/	n. 钻头；操练 v. 钻孔
accessary	n. 同谋，从犯
dwelling	/ˈdwɛɫɪŋ/	n. 住处，寓所
hardly	/ˈhɑɹdɫi/	adv. 几乎不，简直不
dance	/ˈdæns/	v. 跳舞；摇晃 n. 舞
atomic	/əˈtɑmɪk/	adj. 原子的；原子能的
omit	/oʊˈmɪt/	v. 省略，省去；遗漏
neck	/ˈnɛk/	n. 颈，脖子
lady	/ˈɫeɪdi/	n. 女士，夫人；贵妇人
announcer	/əˈnaʊnsɝ/	n. 播音员
engineering	/ˈɛndʒəˈnɪɹɪŋ/	n. 工程；工程学
formula	/ˈfɔɹmjəɫə/	n. 公式，式
law	/ˈɫɑ/, /ˈɫɔ/	n. 法律；法令；法则
lieutenant	/ɫuˈtɛnənt/	n. 陆军中尉；副职官员
dependent	/dɪˈpɛndənt/	adj. 依靠的，依赖的
utmost	/ˈətˌmoʊst/	adj. 最大的 n. 极限
begin	/bɪˈɡɪn/	v. 开始
cooperate	/ˈkwɑpɝˌeɪt/, /koʊˈɑpɝˌeɪt/	v. 合作，协作；配合
rush	/ˈɹəʃ/	v. 冲，奔；催促
grieve	/ˈɡɹiv/	v. 悲痛；使悲痛
